,wagnum,model,rod_id,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km
15467,21614,12-132,1,695,695,88.0,242,1363651200,1947110400,0,1,110,160,2,9,2,7,11,160000
15468,27664,12-132,1,695,695,88.0,240,1382659200,2054332800,0,1,110,160,2,9,2,7,11,160000
15469,25849,12-132-03,1,695,695,88.0,243,1294963200,1992384000,0,1,110,160,22,2,2,7,11,160000
15470,10601,12-132,1,700,700,88.0,240,1058400000,1776643200,0,1,110,160,2,9,2,1,12,160000
15471,8365,11-286,0,670,670,138.0,270,799545600,1819152000,1,1,110,160,2,9,2,1,2,160000
15472,7556,11-286,0,670,670,138.0,262,762134400,1796515200,1,1,110,160,2,9,2,1,2,160000
15473,16558,11-7038,0,680,680,150.0,255,1357171200,2365286400,2,1,110,160,2,9,2,7,12,160000
15474,30264,12-132,1,695,695,88.0,240,1343433600,2005862400,0,1,110,160,2,9,2,7,11,160000
15475,30276,12-132,1,695,695,88.0,240,1356220800,2023574400,0,1,110,160,2,9,2,7,11,160000
15476,21326,12-7023-02,1,703,703,90.0,235,1367884800,1968710400,2,1,160,160,2,9,3,7,11,160000
15477,23879,12-132,1,695,695,88.0,242,1251763200,2008454400,0,1,110,160,2,9,3,7,11,160000
15478,32884,12-132,1,695,695,88.0,242,1347494400,2030659200,0,1,110,160,2,9,2,7,11,160000
15479,32479,12-132,1,695,695,88.0,240,1390089600,2006812800,0,1,110,160,2,9,2,7,11,160000
15480,10467,12-132-03,1,695,695,88.0,237,1257206400,2012342400,0,1,110,160,22,2,3,7,11,160000
15481,12616,12-132-03,1,695,695,88.0,238,1273449600,2026252800,0,1,110,160,22,2,2,7,11,160000
15482,13243,12-132-03,1,695,695,88.0,243,1231372800,2015107200,0,1,110,160,22,2,2,7,11,160000
15483,23218,12-132,1,695,695,88.0,240,1277078400,2051827200,13,1,110,160,22,9,3,7,12,160000
15484,25046,12-132,1,695,695,88.0,241,1274918400,2006899200,0,1,110,160,2,9,2,7,11,160000
15485,25047,12-132,1,695,695,88.0,243,1351036800,1980892800,0,1,110,160,2,9,2,7,11,160000
15486,8207,11-286,0,670,670,138.0,270,760492800,1799452800,1,1,110,160,2,9,2,1,1,160000
15487,20671,12-4102,1,710,710,82.0,224,1301270400,1947456000,8,1,110,160,2,9,2,7,11,160000
15488,31193,12-132,1,695,695,88.0,239,1335312000,2113603200,0,1,110,160,2,9,2,7,11,160000
15489,30279,12-132,1,695,695,88.0,240,1355097600,2042668800,0,1,110,160,2,9,2,7,11,160000
15490,30040,12-132,1,695,695,88.0,240,1361577600,2021673600,0,1,110,160,2,9,2,7,11,160000
15491,6807,11-280,0,680,680,138.0,260,760924800,1771459200,1,1,110,160,2,9,2,1,1,160000
15492,17312,12-132,1,695,695,88.0,243,1272758400,1966377600,0,1,110,160,2,9,2,7,11,160000
15493,16829,12-7023-02,1,703,703,90.0,235,1348444800,2057097600,2,1,160,160,2,9,2,7,12,160000
15494,16834,12-7023-02,1,703,703,90.0,236,1310601600,2050358400,2,1,160,160,2,9,2,7,12,160000
15495,22261,12-132,1,695,695,88.0,243,1346889600,1965600000,0,1,110,160,2,9,2,7,11,160000
15496,27252,12-7023-02,1,703,703,90.0,235,1287705600,1965945600,2,1,160,160,2,9,2,7,12,160000
15497,26893,12-132,1,700,700,88.0,240,1100563200,1771632000,0,1,110,160,2,9,3,1,12,160000
15498,21856,12-132,1,695,695,88.0,243,1251417600,2054246400,0,1,110,160,2,9,2,7,11,160000
15499,8451,11-286,0,670,670,138.0,270,731808000,1828224000,1,1,110,160,2,9,2,1,1,160000
15500,30959,12-132,1,695,695,88.0,239,1349049600,2026684800,0,1,110,160,2,9,2,7,11,160000
15501,32854,12-132,1,695,695,88.0,240,1389139200,2063318400,0,1,110,160,2,9,2,7,11,160000
15502,29253,11-1807-01,0,667,667,165.0,268,1361404800,2367532800,17,1,110,160,2,9,2,7,11,160000
15503,25307,12-132-03,1,695,695,88.0,241,1255305600,2035411200,0,1,110,160,22,2,3,7,11,160000
15504,8000,11-286,0,670,670,138.0,270,822009600,1826064000,1,1,110,160,2,9,3,1,11,160000
15505,13146,12-132-03,1,695,695,88.0,241,1230336000,2009577600,0,1,110,160,22,2,2,7,11,160000
15506,32208,12-132,1,695,695,88.0,240,1369180800,2089584000,0,1,110,160,2,9,2,7,11,160000
15507,12199,12-132-03,1,695,695,88.0,243,1225152000,1989446400,0,1,110,160,22,2,2,7,11,160000
15508,8045,11-286,0,670,670,138.0,270,830131200,1785024000,1,1,110,160,2,9,2,1,11,160000
15509,24564,12-132,1,695,695,88.0,242,1276473600,1999555200,0,1,110,160,2,9,2,7,11,160000
15510,9944,12-132,1,700,700,88.0,240,1066262400,1761523200,0,1,110,160,2,9,2,1,2,160000
15511,11814,12-132,1,700,700,88.0,240,1119830400,1815868800,0,1,110,160,2,9,3,1,11,160000
15512,12965,12-132-03,1,695,695,88.0,243,1216684800,2056233600,0,1,110,160,22,2,2,7,11,160000
15513,13236,12-132-03,1,695,695,88.0,243,1256688000,2004998400,0,1,110,160,22,2,2,7,11,160000
15514,32944,12-196-02,1,750,750,94.0,248,1487462400,2509833600,0,1,350,500,43,11,2,7,11,350000
15515,25675,12-132-03,1,695,695,88.0,243,1282003200,1971561600,0,1,110,160,22,2,3,7,11,160000
15516,8745,11-286,0,670,670,138.0,270,808963200,1822867200,1,1,110,160,2,9,2,1,11,160000
15517,1620,11-2135-01,0,670,670,161.0,268,1580947200,2539555200,1,1,110,160,2,9,2,19,11,0
15518,5289,11-1807-01,0,667,667,165.0,270,1377129600,2337292800,17,1,110,160,2,9,2,7,16,160000
15519,27465,12-132,1,695,695,88.0,240,1369180800,2069366400,0,1,110,160,2,9,2,7,11,160000
15520,27184,12-132,1,695,695,88.0,235,1311552000,1986336000,0,1,110,160,2,9,2,7,11,160000
15521,15040,12-132,1,700,700,88.0,240,1071100800,1777334400,0,1,110,160,2,9,3,1,11,160000
15522,29950,12-132,1,695,695,88.0,240,1343001600,2048025600,0,1,110,160,2,9,2,7,11,160000
15523,13144,12-132-03,1,695,695,88.0,240,1277078400,1958515200,0,1,110,160,22,2,2,7,11,160000
15524,27416,12-1303-01,1,690,690,88.0,245,1351900800,2041372800,6,1,110,160,2,2,2,8,11,160000
15525,16513,11-7038,0,680,680,150.0,254,1306886400,2343859200,2,1,110,160,2,9,2,7,12,160000
15526,33641,12-196-02,1,750,750,94.0,247,1575849600,2555971200,0,1,350,500,43,11,2,7,11,350000
15527,27917,12-132-03,1,695,695,88.0,240,1264896000,1967241600,0,1,110,160,22,2,2,7,11,160000
15528,20763,12-4102,1,710,710,82.0,223,1247616000,2000419200,8,1,110,160,2,9,2,7,11,160000
15529,21548,12-783,1,700,700,76.0,236,1155513600,1818979200,2,1,160,160,2,9,2,4,11,160000
15530,10530,12-132-03,1,695,695,88.0,242,1269734400,1968624000,0,1,110,160,22,2,3,7,11,160000
15531,25665,12-132-03,1,695,695,88.0,241,1236038400,2039212800,0,1,110,160,22,2,2,7,11,160000
15532,24869,12-132,1,695,695,88.0,243,1390953600,2042755200,0,1,110,160,2,9,2,7,11,160000
15533,21309,12-783,1,700,700,78.0,232,1259452800,1974412800,2,1,160,160,2,9,2,7,12,160000
15534,8795,11-286,0,670,670,138.0,270,784512000,1786060800,1,1,110,160,2,9,2,1,1,160000
15535,27259,12-132,1,695,695,88.0,243,1305504000,2010441600,16,1,110,160,22,9,3,4,11,160000
15536,16519,11-7038,0,680,680,150.0,255,1348876800,2284156800,2,1,110,160,2,9,2,7,12,160000
15537,24371,12-132,1,695,695,88.0,243,1303171200,1958774400,0,1,110,160,2,9,2,7,11,160000
15538,24377,12-132,1,695,695,88.0,243,1308528000,2012860800,0,1,110,160,2,9,2,7,11,160000
15539,33304,12-196-01,1,750,750,88.0,250,1358208000,2383862400,0,1,350,500,22,11,2,7,12,350000
15540,28033,12-132-03,1,695,695,88.0,242,1216512000,1989100800,0,1,110,160,22,2,2,7,11,160000
15541,27911,12-132-03,1,695,695,88.0,240,1244246400,1978732800,0,1,110,160,22,2,2,7,11,160000
15542,16873,11-1807-01,0,667,667,165.0,271,1232236800,2245190400,17,1,110,160,2,9,2,7,11,160000
15543,13754,12-132,1,700,700,88.0,240,1113868800,1798848000,0,1,110,160,2,9,2,4,2,160000
15544,31576,12-132,1,695,695,88.0,239,1357516800,2056752000,0,1,110,160,2,9,3,7,11,160000
15545,20798,12-9788-01,1,710,710,85.0,225,1321920000,1999123200,6,1,110,160,2,2,3,7,11,160000
15546,19571,11-286,0,670,670,138.0,270,802915200,1843948800,1,1,110,160,2,9,3,1,11,160000
15547,21932,12-132,1,695,695,88.0,242,1291248000,2056579200,0,1,110,160,2,9,2,7,11,160000
15548,26546,12-783,1,700,700,78.0,232,1317686400,2043792000,2,1,160,160,2,9,3,7,12,160000
15549,30969,12-132,1,695,695,88.0,239,1319673600,2079561600,0,1,110,160,2,9,2,7,11,160000
15550,30977,12-132,1,695,695,88.0,239,1385683200,2008540800,0,1,110,160,2,9,2,7,11,160000
15551,30986,12-132,1,695,695,88.0,239,1419465600,2031868800,0,1,110,160,2,9,2,7,11,160000
15552,33755,12-132,1,695,695,88.0,240,1520985600,2243721600,0,1,110,160,2,9,2,19,11,160000
15553,33756,12-132,1,695,695,88.0,240,1560038400,2284761600,0,1,110,160,2,9,2,19,11,160000
15554,33760,12-132,1,695,695,88.0,240,1570492800,2309385600,0,1,110,160,2,9,2,19,11,160000
15555,33761,12-132,1,695,695,88.0,240,1563148800,2255040000,0,1,110,160,2,9,2,19,11,160000
15556,33771,12-132,1,695,695,88.0,240,1570060800,2296598400,0,1,110,160,2,9,2,19,11,160000
15557,33780,12-132,1,695,695,88.0,240,1562803200,2265235200,0,1,110,160,2,9,2,19,11,160000
15558,17613,12-132,1,695,695,88.0,243,1301702400,1987027200,0,1,110,160,2,9,2,7,11,160000
15559,11411,12-132-03,1,695,695,88.0,242,1200355200,2003011200,0,1,110,160,22,2,2,7,11,160000
15560,23880,12-132,1,695,695,88.0,243,1313625600,1987286400,0,1,110,160,2,9,3,7,11,160000
15561,32600,12-132,1,695,695,88.0,240,1325116800,2081030400,0,1,110,160,2,9,2,7,11,160000
15562,6839,11-280,0,680,680,138.0,260,743472000,1715644800,1,1,110,160,2,9,2,1,1,110000
15563,7482,11-286,0,670,670,138.0,270,839808000,1856131200,1,1,110,160,2,9,2,1,1,160000
15564,19590,11-286,0,670,670,138.0,270,837043200,1807056000,1,1,110,160,2,9,3,1,1,160000
15565,4063,11-2135-01,0,670,670,161.0,268,1391040000,2460240000,1,1,110,160,2,9,2,16,11,160000
15566,6118,11-276,0,680,680,122.0,260,706924800,1751500800,1,1,110,160,2,9,2,1,11,160000
15567,32481,12-132,1,695,695,88.0,240,1353801600,2083622400,0,1,110,160,2,9,2,7,11,160000
15568,32793,12-132,1,695,695,88.0,241,1320364800,2003616000,0,1,110,160,2,9,2,7,11,160000
15569,2063,11-2135-01,0,670,670,161.0,268,1620691200,2604268800,1,1,110,160,2,9,2,19,11,160000
15570,2010,11-2135-01,0,670,670,161.0,268,1579910400,2563660800,1,1,110,160,2,9,2,10,11,160000
15571,2013,11-2135-01,0,670,670,161.0,267,1571097600,2602886400,1,1,110,160,2,9,2,10,11,160000
15572,10431,12-132-03,1,695,695,88.0,242,1200355200,1967328000,0,1,110,160,22,2,2,7,11,160000
15573,31551,12-132,1,695,695,88.0,239,1321142400,2072217600,0,1,110,160,2,9,2,7,12,160000
15574,31552,12-132,1,695,695,88.0,239,1389225600,2059603200,0,1,110,160,2,9,3,7,12,160000
15575,31555,12-132,1,695,695,88.0,239,1356480000,2070748800,0,1,110,160,2,9,2,7,11,160000
15576,29919,12-132,1,695,695,88.0,240,1308700800,1983484800,0,1,110,160,2,9,2,7,11,160000
15577,8446,11-286,0,670,670,138.0,262,791251200,1783555200,1,1,110,160,2,9,2,1,1,160000
15578,23134,12-132,1,695,695,88.0,240,1311552000,2016921600,13,1,110,160,22,9,3,7,12,160000
15579,11076,12-7023-02,1,703,703,90.0,236,1308528000,2032905600,2,1,160,160,2,9,3,6,11,160000
15580,16983,12-7023-02,1,703,703,90.0,236,1377561600,2002665600,2,1,160,160,2,9,2,7,12,160000
15581,11288,12-1704-04,1,700,700,88.0,235,1280188800,1977091200,15,1,110,160,2,9,3,7,5,160000
15582,7476,11-286,0,670,670,138.0,270,855705600,1826236800,1,1,110,160,2,9,2,1,11,160000
15583,9559,11-286,0,670,670,138.0,270,839116800,1817337600,1,1,110,160,2,9,3,1,12,160000
15584,15962,11-280,0,680,680,138.0,258,1251158400,2270073600,1,1,110,160,2,9,2,6,5,160000
15585,14507,12-132,1,700,700,88.0,240,1047772800,1829347200,0,1,110,160,2,9,2,1,11,160000
15586,9736,11-286,0,670,670,138.0,270,788486400,1839196800,1,1,110,160,2,9,2,1,2,160000
15587,30583,12-7023-02,1,703,703,90.0,236,1332115200,1998000000,2,1,160,160,2,9,2,7,12,160000
15588,32025,12-132,1,695,695,88.0,240,1355875200,2073600000,0,1,110,160,2,9,3,7,11,160000
15589,10686,12-132,1,700,700,88.0,240,1102118400,1805068800,0,1,110,160,2,9,2,6,11,160000
15590,19662,11-286,0,670,670,138.0,270,793497600,1810598400,1,1,110,160,2,9,3,1,12,160000
15591,21912,12-132,1,695,695,88.0,243,1354060800,2042755200,0,1,110,160,2,9,2,7,11,160000
15592,9950,12-132,1,700,700,88.0,240,1109635200,1745452800,0,1,110,160,2,9,2,1,11,160000
15593,16179,11-1807-01,0,667,667,165.0,270,1302220800,2254608000,17,1,110,160,2,9,2,7,16,160000
15594,14561,12-132,1,700,700,88.0,240,1122076800,1747699200,0,1,110,160,2,9,2,1,11,160000
15595,10581,12-132-03,1,695,695,88.0,242,1217376000,1993420800,0,1,110,160,22,2,2,7,11,160000
15596,27780,12-132,1,695,695,88.0,242,1155081600,1839974400,0,1,110,160,2,9,2,4,11,160000
15597,22863,12-132,1,695,695,88.0,241,1313366400,2011651200,0,1,110,160,2,9,2,7,11,160000
15598,16781,11-1807-01,0,667,667,165.0,271,1229558400,2248905600,17,1,110,160,2,9,2,7,19,160000
15599,25700,12-132-03,1,695,695,88.0,242,1218412800,1985299200,0,1,110,160,22,2,2,7,11,160000
15600,22870,12-132,1,695,695,88.0,243,1268870400,2015366400,0,1,110,160,2,9,2,7,11,160000
15601,15582,12-132,1,700,700,88.0,239,1101859200,1765238400,0,1,110,160,2,9,2,1,11,160000
15602,13012,12-132-03,1,695,695,88.0,236,1250985600,2008368000,0,1,110,160,22,2,3,7,11,160000
15603,19797,11-286,0,670,670,138.0,270,803433600,1768694400,1,1,110,160,2,9,3,1,1,160000
15604,9484,11-286,0,670,670,138.0,270,801705600,1846972800,1,1,110,160,2,9,3,1,1,160000
15605,9221,11-286,0,670,670,138.0,270,732672000,1766793600,1,1,110,160,2,9,3,1,2,160000
15606,7534,11-286,0,670,670,138.0,270,775008000,1825286400,1,1,110,160,2,9,2,1,1,160000
15607,26775,12-132,1,700,700,88.0,240,1027296000,1837900800,0,1,110,160,2,9,2,1,11,160000
15608,12128,12-132-03,1,695,695,88.0,243,1228780800,2006380800,0,1,110,160,22,2,2,7,11,160000
15609,14154,12-132,1,700,700,88.0,240,1111363200,1804204800,0,1,110,160,2,9,2,4,11,160000
15610,26510,12-9085,1,700,700,88.4,240,1280275200,1984694400,19,1,110,160,2,9,2,6,12,160000
15611,33324,12-196-01,1,750,750,88.0,250,1440892800,2420409600,0,1,350,500,22,11,2,7,12,350000
15612,11316,12-1704-04,1,700,700,88.0,235,1359417600,2025043200,15,1,110,160,2,9,3,7,9,160000
15613,11935,12-132-03,1,695,695,88.0,245,1220745600,2055715200,0,1,110,160,22,2,2,7,11,160000
15614,23236,12-132,1,695,695,88.0,240,1264377600,1988236800,13,1,110,160,22,9,3,7,12,160000
15615,17744,12-132,1,695,695,88.0,240,1289174400,2018476800,0,1,110,160,2,9,2,7,11,160000
15616,7545,11-286,0,670,670,138.0,270,762825600,1828656000,1,1,110,160,2,9,2,1,2,160000
15617,7547,11-286,0,670,670,138.0,270,805075200,1788825600,1,1,110,160,2,9,2,1,12,160000
15618,31116,12-132,1,695,695,88.0,235,1368662400,2087164800,0,1,110,160,2,9,2,7,11,160000
15619,11519,12-9046,1,700,700,85.0,233,1267056000,1991433600,3,1,110,160,2,9,3,4,11,160000
15620,21933,12-132,1,695,695,88.0,241,1327104000,2031091200,0,1,110,160,2,9,2,7,16,160000
15621,14944,12-132,1,700,700,88.0,240,1127088000,1805414400,0,1,110,160,2,9,2,1,11,160000
15622,21958,12-132,1,695,695,88.0,243,1290902400,2005344000,0,1,110,160,2,9,2,7,11,160000
15623,26573,12-783,1,700,700,78.0,232,1311811200,2010268800,2,1,160,160,2,9,3,7,12,160000
15624,8479,11-286,0,670,670,138.0,270,824688000,1738627200,1,1,110,160,2,9,2,1,2,0
15625,33812,12-1303-01,1,690,690,88.0,245,1291852800,1991347200,6,1,110,160,2,2,3,6,11,160000
15626,27158,12-132,1,695,695,88.0,243,1319673600,1982275200,0,1,110,160,2,9,2,7,11,160000
15627,26769,12-600-05,1,693,693,88.0,227,796003200,1877385600,12,1,160,160,2,9,2,6,11,160000
15628,26319,12-132,1,700,700,88.0,240,1033516800,1770076800,0,1,110,160,2,9,3,1,4,160000
15629,6276,11-276,0,680,680,122.0,260,790992000,1779408000,1,1,110,160,2,9,2,1,11,110000
15630,19149,11-280,0,680,680,138.0,257,1177891200,2215900800,1,1,110,160,2,9,2,6,13,160000
15631,13720,12-132,1,700,700,88.0,240,1124755200,1793577600,0,1,110,160,2,9,3,4,11,160000
15632,11673,12-9790,1,700,700,78.0,240,1235347200,1948060800,18,1,110,160,2,9,2,6,5,160000
15633,27318,11-1807-01,0,667,667,165.0,270,1339200000,2342217600,17,1,110,160,2,9,2,7,11,160000
15634,2026,11-2135-01,0,670,670,161.0,268,1618531200,2600899200,1,1,110,160,2,9,2,10,11,160000
15635,2029,11-2135-01,0,670,670,161.0,267,1596931200,2604182400,1,1,110,160,2,9,2,10,11,160000
15636,2042,11-2135-01,0,670,670,161.0,268,1643241600,2627424000,1,1,110,160,2,9,2,19,11,160000
15637,2043,11-2135-01,0,670,670,161.0,267,1611100800,2625696000,1,1,110,160,2,9,2,19,11,160000
15638,2045,11-2135-01,0,670,670,161.0,267,1614470400,2568067200,1,1,110,160,2,9,2,19,11,160000
15639,15312,12-132,1,700,700,88.0,240,1151798400,1786665600,0,1,110,160,2,9,2,1,11,160000
15640,10264,12-132-03,1,695,695,88.0,242,1196812800,2033510400,0,1,110,160,22,2,3,7,11,160000
15641,33125,12-196-02,1,750,750,94.0,249,1474416000,2573942400,0,1,350,500,43,11,2,7,11,350000
15642,16749,11-1807-01,0,667,667,165.0,271,1286755200,2232748800,17,1,110,160,2,9,2,7,11,160000
15643,8274,11-286,0,670,670,138.0,270,804470400,1807228800,1,1,110,160,2,9,2,1,11,160000
15644,8967,11-286,0,670,670,138.0,270,839548800,1827705600,1,1,110,160,2,9,3,1,11,160000
15645,12906,12-132-03,1,695,695,88.0,241,1251676800,1995494400,0,1,110,160,22,2,2,7,11,160000
15646,17303,12-132,1,695,695,88.0,243,1300060800,1958515200,0,1,110,160,2,9,2,7,11,160000
15647,17302,12-132,1,695,695,88.0,240,1342224000,2022537600,0,1,110,160,2,9,2,7,11,160000
15648,23361,12-132,1,695,695,88.0,241,1293148800,1972166400,0,1,110,160,2,9,2,7,11,160000
15649,6926,11-1807,0,672,672,138.0,260,1239062400,2224195200,17,1,110,160,2,9,2,1,2,160000
15650,13993,12-132,1,700,700,88.0,240,1043452800,1769731200,0,1,110,160,2,9,2,4,11,160000
15651,17851,11-1807-01,0,667,667,165.0,271,1271548800,2328739200,17,1,110,160,2,9,2,7,13,160000
15652,14494,12-132,1,700,700,88.0,240,1118707200,1808956800,0,1,110,160,2,9,2,1,11,160000
15653,14935,12-132,1,700,700,88.0,240,1061337600,1796947200,0,1,110,160,2,9,2,6,11,160000
15654,19315,11-286,0,670,670,138.0,270,747100800,1841011200,1,1,110,160,2,9,2,4,11,160000
15655,15326,12-132,1,700,700,88.0,240,1093824000,1823472000,0,1,110,160,2,9,3,1,11,160000
15656,33805,12-1303-01,1,690,690,88.0,245,1303516800,2012688000,6,1,110,160,2,2,3,6,11,160000
15657,25635,12-132-03,1,695,695,88.0,242,1233964800,2016144000,0,1,110,160,22,2,2,7,11,160000
15658,8072,11-286,0,670,670,138.0,270,753667200,1824768000,1,1,110,160,2,9,3,1,1,160000
15659,8337,11-286,0,670,670,138.0,270,819331200,1755043200,1,1,110,160,2,9,2,1,11,160000
15660,8894,11-286,0,670,670,138.0,270,863222400,1911168000,1,1,110,160,2,9,2,1,1,160000
15661,5939,11-276,0,680,680,122.0,260,740534400,1778716800,1,1,110,160,2,9,3,1,2,160000
15662,26846,12-132,1,700,700,88.0,240,1019174400,1817769600,0,1,110,160,2,9,3,1,11,160000
15663,12047,12-132-03,1,695,695,88.0,243,1242172800,1952553600,0,1,110,160,22,2,2,7,11,160000
15664,32795,12-132,1,695,695,88.0,240,1370044800,2114899200,0,1,110,160,2,9,2,7,11,160000
15665,20222,12-783,1,700,700,78.0,230,1254009600,1865980800,2,1,160,160,2,9,2,1,11,160000
15666,14669,12-132,1,700,700,88.0,240,1090281600,1758067200,0,1,110,160,2,9,3,1,11,160000
15667,25176,12-132,1,695,695,88.0,243,1294876800,1992902400,0,1,110,160,2,9,2,7,11,160000
15668,20949,12-9788-01,1,710,710,85.0,225,1262217600,1992211200,6,1,110,160,2,2,2,7,11,160000
15669,5688,11-276,0,680,680,122.0,260,830908800,1753920000,1,1,110,160,2,9,3,1,2,160000
15670,6656,11-1807,0,672,672,138.0,265,1171497600,2221257600,17,1,110,160,2,9,2,4,11,160000
15671,8963,11-286,0,670,670,138.0,270,808876800,1868918400,1,1,110,160,2,9,3,1,2,160000
15672,8023,11-286,0,670,670,138.0,270,802051200,1803686400,1,1,110,160,2,9,2,1,11,160000
15673,1912,11-2135-01,0,670,670,161.0,268,1580688000,2625868800,1,1,110,160,2,9,2,19,11,160000
15674,1920,11-2135-01,0,670,670,161.0,267,1626134400,2632262400,1,1,110,160,2,9,2,19,11,160000
15675,1922,11-2135-01,0,670,670,161.0,268,1617580800,2635113600,1,1,110,160,2,9,2,19,11,160000
15676,1923,11-2135-01,0,670,670,161.0,268,1594425600,2625091200,1,1,110,160,2,9,2,19,11,160000
15677,1168,11-1807-01,0,667,667,165.0,271,1376092800,2407795200,17,1,110,160,2,9,2,7,16,160000
15678,16127,11-280,0,680,680,138.0,257,1224806400,2294956800,1,1,110,160,2,9,2,6,11,160000
15679,23221,12-132,1,695,695,88.0,235,1319932800,2012601600,13,1,110,160,22,9,2,7,12,160000
15680,24115,12-9085,1,700,700,88.4,240,1282176000,1954281600,19,1,110,160,2,9,2,6,12,160000
15681,7837,11-286,0,670,670,138.0,270,848361600,1892678400,1,1,110,160,2,9,2,1,1,160000
15682,19888,11-1807-01,0,667,667,165.0,270,1337731200,2292624000,17,1,110,160,2,9,2,7,16,160000
15683,6236,11-276,0,680,680,122.0,260,729129600,1800316800,1,1,110,160,2,9,3,1,11,160000
15684,29154,12-1303-01,1,690,690,88.0,245,1264723200,1974326400,6,1,110,160,2,2,3,6,11,160000
15685,26237,12-600-05,1,693,693,88.0,240,712195200,1778803200,11,1,160,160,2,9,2,8,11,160000
15686,19356,11-286,0,670,670,138.0,270,780019200,1793404800,1,1,110,160,2,9,2,1,1,160000
15687,28112,12-132-03,1,695,695,88.0,237,1214438400,1991865600,0,1,110,160,22,2,2,7,11,160000
15688,28731,12-9788-01,1,710,710,85.0,225,1305936000,2010787200,6,1,110,160,2,2,3,7,11,160000
15689,30894,12-132,1,695,695,88.0,239,1388448000,2006553600,0,1,110,160,2,9,2,7,11,160000
15690,17331,12-132,1,695,695,88.0,242,1250035200,1951430400,0,1,110,160,2,9,2,7,11,160000
15691,24740,12-132,1,695,695,88.0,243,1312761600,2022192000,0,1,110,160,2,9,2,7,11,160000
15692,24738,12-132,1,695,695,88.0,243,1276646400,2080252800,0,1,110,160,2,9,2,7,11,160000
15693,6795,11-280,0,680,680,138.0,260,777081600,1734652800,1,1,110,160,2,9,2,1,2,0
15694,26199,12-132-03,1,695,695,88.0,241,1276905600,2030745600,0,1,110,160,22,2,2,7,11,160000
15695,31338,12-132,1,695,695,88.0,239,1395360000,2061763200,0,1,110,160,2,9,2,7,11,160000
15696,31345,12-132,1,695,695,88.0,239,1385942400,2033856000,0,1,110,160,2,9,2,7,11,160000
15697,14088,12-132,1,700,700,88.0,235,1108252800,1819843200,0,1,110,160,2,9,2,4,2,160000
15698,21399,12-783,1,700,700,76.0,235,1103673600,1822694400,2,1,160,160,2,9,2,4,11,160000
15699,11560,12-9790,1,700,700,78.0,230,1215302400,1924905600,18,1,110,160,2,9,3,4,11,160000
15700,13414,12-132-03,1,695,695,88.0,240,1279843200,1998950400,0,1,110,160,22,2,2,7,11,160000
15701,6123,11-276,0,680,680,122.0,244,701481600,1750723200,1,1,110,160,2,9,2,1,12,160000
15702,6728,11-280,0,680,680,138.0,260,704073600,1822867200,1,1,110,160,2,9,2,1,11,160000
